label,Lx0,Ly0,Lx1,Ly1,Lx2,Ly2,Lx3,Ly3,Lx4,Ly4,Lx5,Ly5,Lx6,Ly6,Lx7,Ly7,Lx8,Ly8,Lx9,Ly9,Lx10,Ly10,Lx11,Ly11,Lx12,Ly12,Lx13,Ly13,Lx14,Ly14,Lx15,Ly15,Lx16,Ly16,Lx17,Ly17,Lx18,Ly18,Lx19,Ly19,Lx20,Ly20,Rx0,Ry0,Rx1,Ry1,Rx2,Ry2,Rx3,Ry3,Rx4,Ry4,Rx5,Ry5,Rx6,Ry6,Rx7,Ry7,Rx8,Ry8,Rx9,Ry9,Rx10,Ry10,Rx11,Ry11,Rx12,Ry12,Rx13,Ry13,Rx14,Ry14,Rx15,Ry15,Rx16,Ry16,Rx17,Ry17,Rx18,Ry18,Rx19,Ry19,Rx20,Ry20
STUDY,0.0,0.0,-0.018938,-0.272907,0.031849,-0.493012,0.124918,-0.60771,0.217267,-0.650913,0.025349,-0.589992,0.162943,-0.855132,0.268362,-0.94981,0.348943,-0.991665,0.102348,-0.518573,0.260834,-0.796874,0.368853,-0.924463,0.447872,-1.0,0.188771,-0.418122,0.324963,-0.680889,0.425556,-0.820025,0.50006,-0.912167,0.27912,-0.297151,0.374704,-0.507463,0.43277,-0.626802,0.481633,-0.712774,0.0,0.0,0.069374,-0.220941,0.080261,-0.428992,0.029287,-0.57549,-0.044304,-0.645094,0.083749,-0.489814,-0.005181,-0.7517,-0.068622,-0.886375,-0.123142,-0.986419,-0.000161,-0.43223,-0.087032,-0.729638,-0.156296,-0.888046,-0.213767,-1.0,-0.095221,-0.3569,-0.1632,-0.647947,-0.217065,-0.805012,-0.256955,-0.915312,-0.195802,-0.268498,-0.252859,-0.483553,-0.285678,-0.59966,-0.313468,-0.691529
STUDY,0.0,0.0,0.306117,-0.090815,0.50135,-0.20746,0.665935,-0.289261,0.821366,-0.332979,0.408718,-0.744646,0.667472,-0.877414,0.844462,-0.89657,0.978064,-0.885355,0.384566,-0.735116,0.676685,-0.917721,0.870853,-0.928979,1.0,-0.892651,0.371434,-0.628853,0.68495,-0.57055,0.770181,-0.37325,0.788072,-0.205953,0.371683,-0.45633,0.582629,-0.298749,0.621819,-0.147635,0.623208,-0.018564,0.0,0.0,-0.263486,-0.20544,-0.421301,-0.426421,-0.535836,-0.588689,-0.635405,-0.715138,-0.217572,-0.754551,-0.39471,-0.894348,-0.531017,-0.954641,-0.660128,-0.993558,-0.149899,-0.725882,-0.344787,-0.906094,-0.493155,-0.973183,-0.622854,-1.0,-0.107572,-0.623417,-0.317648,-0.731776,-0.460545,-0.73287,-0.581435,-0.712203,-0.099321,-0.459604,-0.282027,-0.441285,-0.39954,-0.413566,-0.503859,-0.379165
STUDY,0.0,0.0,0.336907,0.008115,0.518288,-0.056154,0.663069,-0.100944,0.790886,-0.150002,0.474366,-0.541262,0.682219,-0.637089,0.843982,-0.669721,0.978769,-0.671832,0.426276,-0.555634,0.676553,-0.686763,0.855929,-0.691543,1.0,-0.661538,0.385456,-0.477693,0.665589,-0.368156,0.697701,-0.155638,0.679938,0.017582,0.360516,-0.323908,0.563206,-0.176257,0.617977,-0.033266,0.630986,0.087603,0.0,0.0,-0.259704,-0.124877,-0.466983,-0.277286,-0.622515,-0.380659,-0.77588,-0.441715,-0.435246,-0.719041,-0.631435,-0.885825,-0.778475,-0.959776,-0.906996,-1.0,-0.326058,-0.748549,-0.570737,-0.909111,-0.746291,-0.960428,-0.878701,-0.987409,-0.209355,-0.699314,-0.477586,-0.579905,-0.555981,-0.333699,-0.584574,-0.133455,-0.109565,-0.573745,-0.320862,-0.408009,-0.391145,-0.222077,-0.422183,-0.064349
STUDY,0.0,0.0,0.344868,0.041049,0.549638,-0.021693,0.706059,-0.054273,0.844296,-0.083809,0.527966,-0.57658,0.765947,-0.693582,0.91856,-0.594128,0.996527,-0.44203,0.468516,-0.579456,0.756562,-0.6981,0.914691,-0.572748,1.0,-0.413416,0.419565,-0.480382,0.718754,-0.366101,0.750312,-0.124536,0.719246,0.065422,0.388339,-0.301259,0.602088,-0.133883,0.664697,0.0256,0.67938,0.159151,0.0,0.0,-0.291083,-0.08942,-0.520259,-0.225028,-0.681948,-0.322164,-0.844494,-0.381083,-0.490197,-0.714092,-0.705113,-0.901907,-0.875375,-0.825956,-1.0,-0.702362,-0.362629,-0.746039,-0.642307,-0.929495,-0.815588,-0.815101,-0.906872,-0.676908,-0.234938,-0.686016,-0.507587,-0.563271,-0.560612,-0.292556,-0.546952,-0.092754,-0.120937,-0.546242,-0.340883,-0.354098,-0.402207,-0.145771,-0.410888,0.002404
STUDY,0.0,0.0,0.320432,0.059394,0.518294,0.020489,0.670218,-0.006805,0.80624,-0.029591,0.498635,-0.487281,0.737803,-0.572115,0.895474,-0.523761,1.0,-0.431707,0.436827,-0.505403,0.714262,-0.635439,0.881149,-0.558343,0.990299,-0.433982,0.387885,-0.419047,0.673015,-0.297908,0.713537,-0.080352,0.699244,0.094031,0.359421,-0.253094,0.572701,-0.082909,0.640434,0.069229,0.669531,0.190563,0.0,0.0,-0.277537,-0.085786,-0.495518,-0.201704,-0.663704,-0.2703,-0.822388,-0.306433,-0.489719,-0.677577,-0.706598,-0.815196,-0.86752,-0.81062,-1.0,-0.75545,-0.374981,-0.705133,-0.65431,-0.808182,-0.843848,-0.769456,-0.979681,-0.701301,-0.251853,-0.645483,-0.515714,-0.477599,-0.574726,-0.234638,-0.583799,-0.041845,-0.140552,-0.502869,-0.338453,-0.305482,-0.389918,-0.121121,-0.401538,0.016967
STUDY,0.0,0.0,0.324785,0.069214,0.529796,0.040306,0.691109,0.037898,0.82367,0.034063,0.511289,-0.487639,0.75,-0.571294,0.90442,-0.475363,0.998359,-0.338654,0.460964,-0.48757,0.756808,-0.603776,0.91271,-0.479557,1.0,-0.320612,0.419526,-0.384215,0.701205,-0.252975,0.743273,-0.025189,0.728256,0.14635,0.393332,-0.208243,0.593897,-0.02984,0.663868,0.12085,0.697381,0.241406,0.0,0.0,-0.274264,-0.076273,-0.489559,-0.195435,-0.658962,-0.24908,-0.819445,-0.271806,-0.462929,-0.654193,-0.706651,-0.798699,-0.880742,-0.724134,-1.0,-0.605496,-0.363737,-0.667599,-0.675654,-0.750723,-0.857712,-0.649517,-0.962013,-0.540646,-0.260483,-0.58935,-0.538285,-0.393724,-0.568316,-0.159146,-0.544726,0.004801,-0.167212,-0.435095,-0.365932,-0.233697,-0.40146,-0.060389,-0.396074,0.054746
STUDY,0.0,0.0,0.322218,0.07365,0.527036,0.056268,0.676687,0.05694,0.811586,0.076271,0.508434,-0.449043,0.757587,-0.504216,0.908018,-0.411405,1.0,-0.283706,0.460733,-0.456356,0.747325,-0.547764,0.900422,-0.434804,0.988776,-0.286494,0.418164,-0.360466,0.691835,-0.211962,0.736198,0.014491,0.724904,0.187804,0.386721,-0.195087,0.583047,-0.012202,0.642031,0.140684,0.663241,0.25723,0.0,0.0,-0.306555,-0.090494,-0.54167,-0.204487,-0.715001,-0.258101,-0.878308,-0.294369,-0.510884,-0.678208,-0.756302,-0.83342,-0.914063,-0.708994,-1.0,-0.556683,-0.398785,-0.696471,-0.71563,-0.788584,-0.872463,-0.643808,-0.929682,-0.494673,-0.289325,-0.6199,-0.569292,-0.386766,-0.554214,-0.154374,-0.481538,-0.007867,-0.189221,-0.469424,-0.397896,-0.245044,-0.421041,-0.055154,-0.398626,0.064521
STUDY,0.0,0.0,0.320983,0.089784,0.527014,0.078314,0.673993,0.092702,0.797283,0.103024,0.53023,-0.436066,0.773198,-0.499763,0.918707,-0.378372,1.0,-0.227126,0.467165,-0.434907,0.75916,-0.519129,0.903179,-0.368455,0.97112,-0.193198,0.407439,-0.332766,0.665691,-0.179406,0.713436,0.046283,0.702917,0.208485,0.361225,-0.161121,0.555541,0.008372,0.62321,0.159613,0.651879,0.274977,0.0,0.0,-0.287544,-0.088363,-0.511035,-0.194295,-0.676886,-0.262194,-0.834164,-0.297385,-0.513259,-0.651978,-0.751658,-0.773415,-0.897142,-0.709649,-1.0,-0.603125,-0.395292,-0.668683,-0.684271,-0.734617,-0.856152,-0.656548,-0.968246,-0.558678,-0.272703,-0.591486,-0.534108,-0.374971,-0.557883,-0.123552,-0.534868,0.059112,-0.164807,-0.429717,-0.36386,-0.194894,-0.414462,-0.004237,-0.420935,0.128833
STUDY,0.0,0.0,0.324728,0.086496,0.530885,0.072047,0.67629,0.076892,0.811064,0.103298,0.518214,-0.437353,0.774382,-0.500745,0.922795,-0.376611,1.0,-0.223135,0.460711,-0.440576,0.766062,-0.523973,0.914945,-0.357366,0.985029,-0.172488,0.408321,-0.338739,0.68172,-0.175456,0.73197,0.058099,0.724648,0.222367,0.36634,-0.166094,0.571167,0.026934,0.641689,0.184272,0.670394,0.29334,0.0,0.0,-0.323743,-0.064904,-0.57073,-0.185602,-0.758693,-0.265894,-0.930647,-0.282252,-0.550495,-0.672952,-0.854537,-0.81685,-0.987811,-0.621805,-1.0,-0.437128,-0.424671,-0.687221,-0.784927,-0.780157,-0.922715,-0.564301,-0.927005,-0.366101,-0.298269,-0.588541,-0.563802,-0.351132,-0.594811,-0.106928,-0.548653,0.040175,-0.182831,-0.411472,-0.390421,-0.179011,-0.454021,0.014376,-0.468059,0.141783
STUDY,0.0,0.0,0.281181,0.078568,0.486765,0.093281,0.641855,0.136361,0.764329,0.192452,0.495064,-0.362464,0.754185,-0.353317,0.904686,-0.24601,1.0,-0.125683,0.441361,-0.346459,0.739626,-0.367746,0.890819,-0.235448,0.973628,-0.084683,0.387836,-0.235621,0.631912,-0.052241,0.684306,0.14319,0.686959,0.286304,0.345431,-0.062506,0.528818,0.132548,0.598998,0.268188,0.634302,0.371486,0.0,0.0,-0.293287,-0.080011,-0.51274,-0.201374,-0.670729,-0.288087,-0.829956,-0.315424,-0.493954,-0.62816,-0.754808,-0.703567,-0.912746,-0.585123,-1.0,-0.454748,-0.389281,-0.614623,-0.696894,-0.657067,-0.865433,-0.535387,-0.944965,-0.411312,-0.28011,-0.507444,-0.526062,-0.295,-0.567479,-0.066489,-0.547867,0.08964,-0.181139,-0.330738,-0.357237,-0.126433,-0.413492,0.040166,-0.422213,0.151102
STUDY,0.0,0.0,0.301641,0.026349,0.539442,0.052364,0.709237,0.138714,0.842417,0.2226,0.548217,-0.398476,0.845233,-0.456661,0.967917,-0.257241,1.0,-0.058161,0.502617,-0.354015,0.823774,-0.411977,0.946587,-0.206038,0.976698,-0.011612,0.447167,-0.209071,0.714445,-0.040305,0.771783,0.178815,0.768533,0.318734,0.400774,-0.000587,0.598936,0.17688,0.67764,0.318935,0.714897,0.414425,0.0,0.0,-0.30207,-0.101858,-0.530649,-0.229824,-0.710998,-0.306856,-0.882719,-0.336059,-0.498064,-0.659521,-0.761324,-0.780367,-0.917318,-0.642505,-1.0,-0.484077,-0.371248,-0.644582,-0.664387,-0.677572,-0.842123,-0.520269,-0.928151,-0.369676,-0.246066,-0.531816,-0.479428,-0.339455,-0.554666,-0.108666,-0.566946,0.059335,-0.137936,-0.347258,-0.323858,-0.133045,-0.394489,0.028502,-0.419055,0.137328
STUDY,0.0,0.0,0.280011,0.040334,0.508593,0.059439,0.667168,0.133895,0.774067,0.246085,0.524399,-0.344878,0.789772,-0.330597,0.926985,-0.1975,1.0,-0.046554,0.460421,-0.311359,0.767256,-0.314779,0.914631,-0.16455,0.989604,0.000404,0.389586,-0.19074,0.656499,0.014358,0.713964,0.211031,0.718854,0.346291,0.327334,-0.009341,0.531411,0.178859,0.617989,0.310809,0.668486,0.410175,0.0,0.0,-0.331691,-0.057308,-0.573692,-0.15967,-0.754725,-0.230896,-0.927421,-0.259965,-0.554543,-0.639975,-0.846648,-0.699694,-0.973712,-0.487821,-1.0,-0.300018,-0.425029,-0.628794,-0.77135,-0.636678,-0.912003,-0.417526,-0.935966,-0.237513,-0.292231,-0.507738,-0.570104,-0.27223,-0.620523,-0.025647,-0.598219,0.121188,-0.17118,-0.313935,-0.364824,-0.076168,-0.416346,0.093614,-0.42085,0.187481
STUDY,0.0,0.0,0.333759,0.03181,0.611666,0.058773,0.792269,0.1412,0.921236,0.222111,0.598675,-0.406487,0.937449,-0.44476,1.0,-0.200877,0.954491,-0.043166,0.521837,-0.360248,0.895981,-0.383101,0.962629,-0.121439,0.9263,0.046335,0.431464,-0.213866,0.731913,-0.047366,0.81795,0.202549,0.82971,0.349267,0.358297,0.012146,0.589674,0.194509,0.697133,0.356175,0.752872,0.44721,0.0,0.0,-0.339308,-0.109177,-0.599768,-0.254945,-0.798395,-0.325217,-1.0,-0.370426,-0.532399,-0.786474,-0.851238,-0.791628,-0.900446,-0.509924,-0.850492,-0.359136,-0.368768,-0.748548,-0.73138,-0.668636,-0.790174,-0.392682,-0.741215,-0.25548,-0.214764,-0.598489,-0.514985,-0.338426,-0.548949,-0.091834,-0.502984,0.001064,-0.082825,-0.388348,-0.318174,-0.156627,-0.378668,0.026407,-0.373916,0.103166
STUDY,0.0,0.0,0.304411,-0.011479,0.57575,0.000488,0.764331,0.093906,0.920185,0.196095,0.575137,-0.425882,0.905498,-0.496042,1.0,-0.260458,0.967174,-0.073575,0.496376,-0.377657,0.850315,-0.376243,0.929035,-0.122243,0.904503,0.038628,0.414443,-0.232998,0.722377,-0.054783,0.797612,0.181855,0.792024,0.312306,0.348438,-0.018338,0.595254,0.164969,0.712068,0.309949,0.771732,0.384354,0.0,0.0,-0.341757,-0.121912,-0.598179,-0.279047,-0.80209,-0.380617,-1.0,-0.454125,-0.500563,-0.792682,-0.79842,-0.822312,-0.900537,-0.604378,-0.90427,-0.443793,-0.357622,-0.753518,-0.676777,-0.696728,-0.773617,-0.466213,-0.778002,-0.318759,-0.224156,-0.610784,-0.51174,-0.406587,-0.582119,-0.156561,-0.583715,-0.010824,-0.109274,-0.401301,-0.335242,-0.196425,-0.421999,-0.018193,-0.455998,0.087426
STUDY,0.0,0.0,0.293863,-0.068239,0.552797,-0.14804,0.761181,-0.124904,0.927804,-0.063946,0.510503,-0.59799,0.825108,-0.672228,0.966265,-0.477059,1.0,-0.284598,0.434366,-0.52299,0.772737,-0.535255,0.906663,-0.329277,0.929444,-0.150348,0.369068,-0.347505,0.684299,-0.238564,0.81287,-0.046875,0.855792,0.094365,0.326371,-0.112182,0.585457,0.026191,0.728041,0.128739,0.821537,0.200326,0.0,0.0,-0.376055,-0.169957,-0.61175,-0.382019,-0.779891,-0.53122,-0.94196,-0.624955,-0.475104,-0.933875,-0.803955,-0.966748,-0.954167,-0.754394,-1.0,-0.560242,-0.32635,-0.837494,-0.701197,-0.759627,-0.867228,-0.531325,-0.925941,-0.352137,-0.203923,-0.61802,-0.566872,-0.46988,-0.73912,-0.238824,-0.818112,-0.06584,-0.110894,-0.331001,-0.384046,-0.166155,-0.517653,-0.036914,-0.590398,0.051087
STUDY,0.0,0.0,0.097785,-0.375994,0.22057,-0.661491,0.356167,-0.834147,0.483823,-0.930928,0.17627,-0.667042,0.39754,-0.889022,0.55469,-0.96147,0.68507,-1.0,0.245127,-0.501109,0.477778,-0.727842,0.650054,-0.824786,0.784284,-0.889149,0.329859,-0.311489,0.55698,-0.504986,0.713801,-0.607882,0.830544,-0.69173,0.420991,-0.11677,0.616767,-0.282349,0.747222,-0.393759,0.853374,-0.4866,0.0,0.0,-0.015151,-0.297405,-0.053101,-0.571253,-0.143491,-0.752562,-0.243622,-0.85833,0.042697,-0.610733,-0.111375,-0.899998,-0.255338,-0.980658,-0.369035,-1.0,0.010115,-0.472738,-0.186431,-0.768721,-0.363793,-0.863901,-0.496096,-0.899903,-0.068276,-0.316243,-0.283489,-0.573365,-0.446844,-0.68156,-0.565342,-0.737989,-0.181516,-0.160838,-0.366307,-0.359414,-0.479521,-0.464461,-0.565476,-0.539807
STUDY,0.0,0.0,-0.00249,-0.318299,0.038919,-0.60589,0.125087,-0.815826,0.248578,-0.927019,0.072185,-0.530232,0.236485,-0.756267,0.359776,-0.892947,0.465818,-1.0,0.166961,-0.382081,0.345391,-0.617314,0.482626,-0.774827,0.586206,-0.902741,0.267072,-0.231232,0.437974,-0.441278,0.563556,-0.599253,0.652102,-0.736066,0.361068,-0.097914,0.509996,-0.289852,0.602377,-0.429459,0.67564,-0.554875,0.0,0.0,0.069323,-0.236336,0.101428,-0.486593,0.104293,-0.689106,0.083773,-0.846484,0.096516,-0.469558,0.024824,-0.744429,-0.058642,-0.893785,-0.143652,-1.0,0.025487,-0.363888,-0.062556,-0.655101,-0.173017,-0.835273,-0.272661,-0.955702,-0.079048,-0.255749,-0.179195,-0.52252,-0.275136,-0.698364,-0.351104,-0.819472,-0.204852,-0.156664,-0.307076,-0.373461,-0.381286,-0.510161,-0.443656,-0.61788
STUDY,0.0,0.0,-0.031242,-0.311715,-0.032425,-0.583949,0.027027,-0.793555,0.130825,-0.874138,0.043687,-0.549225,0.163965,-0.770696,0.245689,-0.893294,0.318438,-1.0,0.153543,-0.4312,0.279988,-0.678869,0.375704,-0.837674,0.447877,-0.976981,0.263394,-0.304872,0.377827,-0.553829,0.47534,-0.725678,0.544181,-0.866843,0.360291,-0.184828,0.454945,-0.415482,0.520457,-0.568833,0.575955,-0.696761,0.0,0.0,0.079308,-0.202454,0.124301,-0.452429,0.130243,-0.648059,0.097926,-0.809154,0.093411,-0.428638,0.017893,-0.710885,-0.042781,-0.872992,-0.09912,-1.0,0.006581,-0.342681,-0.076125,-0.654031,-0.159009,-0.84471,-0.220095,-0.979316,-0.09978,-0.253664,-0.169678,-0.551963,-0.234474,-0.740485,-0.278205,-0.874157,-0.216486,-0.168022,-0.281368,-0.399522,-0.327774,-0.539445,-0.364941,-0.652475
STUDY,0.0,0.0,-0.024592,-0.303545,-0.014593,-0.558975,0.017488,-0.753742,0.074527,-0.898141,0.07371,-0.55372,0.14082,-0.760721,0.196901,-0.888931,0.247985,-1.0,0.158865,-0.49582,0.237066,-0.696264,0.306659,-0.82939,0.366237,-0.947676,0.251662,-0.420796,0.327138,-0.621461,0.392626,-0.770039,0.446659,-0.897321,0.340562,-0.330178,0.403375,-0.531709,0.452811,-0.657273,0.498535,-0.761791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STUDY,0.0,0.0,-0.063506,-0.264455,-0.066785,-0.466573,-0.022679,-0.608345,0.032754,-0.658882,0.015873,-0.568312,0.102666,-0.767078,0.158493,-0.891852,0.201048,-0.998331,0.093968,-0.531706,0.181767,-0.74549,0.245426,-0.884301,0.294691,-1.0,0.177686,-0.462669,0.252241,-0.670736,0.312364,-0.806957,0.356626,-0.917628,0.258222,-0.361832,0.312076,-0.552468,0.349518,-0.669971,0.384209,-0.768584,0.0,0.0,0.060974,-0.221235,0.080078,-0.409605,0.057921,-0.538695,0.009085,-0.617863,0.047038,-0.491574,-0.008546,-0.725648,-0.050496,-0.868069,-0.092036,-0.983066,-0.02466,-0.458107,-0.080344,-0.723864,-0.126748,-0.880872,-0.163329,-1.0,-0.107587,-0.403468,-0.146774,-0.65243,-0.188601,-0.810327,-0.221187,-0.921368,-0.19644,-0.324942,-0.220911,-0.520539,-0.240059,-0.6413,-0.255329,-0.73727
STUDY,0.0,0.0,-0.069681,-0.226865,-0.058338,-0.425997,0.011993,-0.550126,0.09076,-0.594116,-0.025968,-0.531316,0.07885,-0.784143,0.148769,-0.901257,0.204333,-0.980945,0.05582,-0.495282,0.160425,-0.763962,0.232708,-0.903271,0.287919,-1.0,0.145239,-0.425263,0.232796,-0.681566,0.293556,-0.817016,0.338625,-0.91521,0.233686,-0.33071,0.283814,-0.541519,0.315335,-0.661433,0.346419,-0.756445,0.0,0.0,0.071463,-0.184325,0.09237,-0.370985,0.077204,-0.504104,0.045969,-0.588137,0.06494,-0.492159,0.001915,-0.749938,-0.045709,-0.886341,-0.091522,-0.983724,-0.0076,-0.457119,-0.070614,-0.745926,-0.117851,-0.897365,-0.159578,-1.0,-0.091582,-0.39679,-0.137686,-0.678096,-0.176866,-0.835493,-0.206618,-0.942657,-0.18226,-0.314777,-0.219098,-0.529664,-0.240404,-0.649601,-0.259346,-0.742825
STUDY,0.0,0.0,-0.070738,-0.211876,-0.085407,-0.434689,-0.044454,-0.595824,0.013914,-0.670043,-0.012597,-0.528629,0.111221,-0.799927,0.198385,-0.919297,0.268315,-1.0,0.07401,-0.46102,0.206181,-0.745459,0.295721,-0.895703,0.364151,-0.994498,0.166184,-0.362189,0.275374,-0.634625,0.353176,-0.787752,0.410435,-0.893932,0.258144,-0.250853,0.33102,-0.470914,0.373314,-0.605788,0.411005,-0.713654,0.0,0.0,0.081737,-0.188283,0.118127,-0.400638,0.096284,-0.56229,0.033511,-0.64818,0.072383,-0.459504,0.009309,-0.729834,-0.039869,-0.871993,-0.086281,-0.982155,-0.016,-0.410033,-0.084703,-0.711862,-0.137901,-0.880562,-0.181325,-1.0,-0.111903,-0.346045,-0.169718,-0.622069,-0.204382,-0.787409,-0.225594,-0.904521,-0.212796,-0.272322,-0.255425,-0.490573,-0.272161,-0.609324,-0.284071,-0.698158
STUDY,0.0,0.0,-0.062886,-0.255404,-0.034091,-0.484919,0.040543,-0.649774,0.111048,-0.753318,-0.00089,-0.546247,0.116622,-0.785883,0.194122,-0.908811,0.255362,-1.0,0.078846,-0.492995,0.202222,-0.75174,0.282887,-0.891652,0.342795,-0.995778,0.165487,-0.411209,0.268201,-0.662917,0.332925,-0.806659,0.378886,-0.917078,0.253329,-0.310947,0.312094,-0.519377,0.348465,-0.645113,0.381641,-0.744519,0.0,0.0,0.07075,-0.19834,0.099289,-0.381906,0.086441,-0.525238,0.039624,-0.62293,0.051612,-0.469888,-0.000569,-0.707861,-0.042112,-0.854246,-0.083555,-0.971402,-0.021272,-0.442469,-0.071921,-0.708887,-0.11852,-0.875493,-0.158736,-1.0,-0.10522,-0.394518,-0.141255,-0.641469,-0.178678,-0.805968,-0.209324,-0.923126,-0.194704,-0.326218,-0.215962,-0.523529,-0.237536,-0.647689,-0.257988,-0.744809
STUDY,0.0,0.0,-0.05903,-0.236789,-0.040541,-0.43839,0.031578,-0.562102,0.111461,-0.618481,-0.006183,-0.537791,0.102441,-0.79658,0.179511,-0.914114,0.242593,-0.995104,0.073631,-0.496291,0.184926,-0.77108,0.266884,-0.907423,0.33083,-1.0,0.159804,-0.420012,0.250781,-0.679373,0.31985,-0.820674,0.372954,-0.924695,0.246533,-0.319385,0.301379,-0.532543,0.33795,-0.654023,0.372828,-0.750344,0.0,0.0,0.077915,-0.192542,0.101521,-0.378843,0.081051,-0.508054,0.033865,-0.583201,0.064513,-0.493462,0.002207,-0.748681,-0.04697,-0.883447,-0.093207,-0.979741,-0.012892,-0.463182,-0.073293,-0.748246,-0.12344,-0.898208,-0.1672,-1.0,-0.099901,-0.406403,-0.143632,-0.681177,-0.18716,-0.837219,-0.220532,-0.944187,-0.190541,-0.329338,-0.222166,-0.535506,-0.240631,-0.654067,-0.255139,-0.748426
STUDY,0.0,0.0,-0.05747,-0.251409,-0.035025,-0.460604,0.045272,-0.578965,0.133916,-0.621836,0.00411,-0.554512,0.118839,-0.794234,0.195968,-0.908903,0.257311,-0.994535,0.085378,-0.499022,0.206702,-0.756344,0.288808,-0.895708,0.3531,-1.0,0.173289,-0.410675,0.273771,-0.66375,0.341527,-0.806475,0.392578,-0.914651,0.261577,-0.299089,0.319969,-0.503733,0.35577,-0.630107,0.390808,-0.732195,0.0,0.0,0.072204,-0.197819,0.100467,-0.405459,0.061052,-0.560152,0.003944,-0.652989,0.065357,-0.483281,-0.004586,-0.745824,-0.053966,-0.886449,-0.101069,-0.993126,-0.014568,-0.433882,-0.07912,-0.725227,-0.13513,-0.887148,-0.185607,-1.0,-0.101768,-0.367114,-0.148447,-0.646942,-0.19037,-0.803584,-0.221939,-0.909146,-0.19522,-0.28533,-0.230613,-0.498508,-0.247417,-0.620834,-0.261979,-0.718334
STUDY,0.0,0.0,-0.051074,-0.231461,-0.039356,-0.447644,0.01284,-0.598642,0.072867,-0.684378,0.013333,-0.534949,0.14712,-0.782067,0.235246,-0.906931,0.306098,-1.0,0.091024,-0.463727,0.234561,-0.729996,0.330779,-0.875713,0.405463,-0.978851,0.175596,-0.366335,0.294237,-0.624881,0.375046,-0.777568,0.436895,-0.886326,0.261386,-0.253903,0.33625,-0.460504,0.383656,-0.588658,0.429433,-0.690758,0.0,0.0,0.074366,-0.187588,0.103538,-0.394103,0.087871,-0.552212,0.040296,-0.651105,0.059933,-0.471283,-0.005858,-0.737614,-0.056604,-0.879993,-0.104488,-0.984447,-0.019133,-0.429654,-0.085151,-0.719115,-0.143421,-0.885471,-0.196412,-1.0,-0.10795,-0.367407,-0.160794,-0.63519,-0.197547,-0.796168,-0.223625,-0.906763,-0.204102,-0.289725,-0.244841,-0.497134,-0.263628,-0.61762,-0.278279,-0.71052
STUDY,0.0,0.0,-0.02262,-0.256265,0.025753,-0.477489,0.108927,-0.6295,0.184218,-0.728245,0.032938,-0.525665,0.179074,-0.790923,0.279381,-0.915553,0.3592,-1.0,0.102019,-0.447571,0.255945,-0.720616,0.361384,-0.86176,0.440654,-0.952398,0.181829,-0.347024,0.309206,-0.606696,0.39897,-0.754466,0.46392,-0.856169,0.267241,-0.236278,0.353122,-0.446101,0.404041,-0.578066,0.44883,-0.681994,0.0,0.0,0.065524,-0.203093,0.085208,-0.40478,0.069279,-0.550977,0.021674,-0.634405,0.060768,-0.48557,-0.01455,-0.756404,-0.070556,-0.896846,-0.119952,-1.0,-0.013264,-0.429541,-0.089747,-0.728053,-0.153225,-0.887607,-0.203681,-0.996589,-0.103007,-0.353441,-0.167119,-0.634286,-0.214772,-0.79984,-0.246139,-0.912089,-0.202448,-0.264123,-0.248972,-0.476608,-0.276935,-0.601383,-0.29908,-0.702536
STUDY,0.0,0.0,0.022727,-0.266249,0.113795,-0.492205,0.222391,-0.619637,0.317388,-0.689731,0.107504,-0.573938,0.263332,-0.829077,0.381227,-0.93983,0.477794,-1.0,0.163157,-0.485672,0.341412,-0.739374,0.471303,-0.857525,0.573017,-0.917438,0.230155,-0.358832,0.390217,-0.590227,0.514202,-0.69707,0.609279,-0.759153,0.301903,-0.213315,0.423834,-0.372175,0.502694,-0.455932,0.568704,-0.514187,0.0,0.0,0.006363,-0.236266,-0.019784,-0.44447,-0.085412,-0.586002,-0.164471,-0.657961,-0.000793,-0.533421,-0.119941,-0.782115,-0.204109,-0.903354,-0.272653,-0.989946,-0.039962,-0.467182,-0.163534,-0.747781,-0.260436,-0.897175,-0.341603,-1.0,-0.102566,-0.369718,-0.21405,-0.629859,-0.297345,-0.775435,-0.35946,-0.88009,-0.181541,-0.257135,-0.28035,-0.436186,-0.347216,-0.546001,-0.407432,-0.634429
